 #--- Initial_population -----------------------------
     Omega        hs        n         ec0       alpha     beta      rat_ed    rat_ei
     33.62      2.28      0.22      1.04      0.21      1.30      1.11      0.56
     33.61      2.39      0.22      1.03      0.21      1.29      1.11      0.56
     33.47      2.25      0.22      1.04      0.21      1.30      1.12      0.56
     33.65      2.26      0.22      1.03      0.21      1.29      1.11      0.56
     33.54      2.14      0.22      1.03      0.21      1.30      1.11      0.56
     33.57      2.34      0.22      1.03      0.21      1.28      1.11      0.56
     33.52      2.14      0.22      1.05      0.20      1.30      1.11      0.56
     33.67      2.35      0.22      1.03      0.21      1.29      1.11      0.56
     33.40      2.40      0.22      1.04      0.20      1.29      1.11      0.56
     33.53      2.42      0.22      1.03      0.22      1.29      1.11      0.56
     33.57      2.25      0.22      1.03      0.21      1.30      1.11      0.56
     33.51      2.30      0.22      1.03      0.22      1.29      1.11      0.56
     33.52      2.20      0.22      1.04      0.21      1.30      1.11      0.56
     33.67      2.13      0.22      1.04      0.21      1.31      1.11      0.56
     33.52      2.34      0.22      1.03      0.21      1.29      1.11      0.56
     33.46      2.29      0.22      1.03      0.21      1.30      1.12      0.56
     33.69      2.28      0.22      1.04      0.21      1.30      1.11      0.56
     33.67      2.35      0.22      1.03      0.21      1.29      1.11      0.56
     33.46      2.08      0.22      1.05      0.21      1.29      1.12      0.57
     33.62      2.16      0.22      1.04      0.21      1.29      1.11      0.56
     33.56      2.31      0.22      1.03      0.20      1.30      1.11      0.56
     33.63      2.30      0.22      1.03      0.21      1.28      1.11      0.56
     33.47      2.46      0.21      1.03      0.22      1.29      1.11      0.56
     33.50      2.40      0.22      1.03      0.22      1.29      1.11      0.56
     33.49      2.31      0.22      1.03      0.21      1.29      1.11      0.56
     33.62      2.18      0.22      1.04      0.20      1.30      1.11      0.56
     33.62      2.32      0.22      1.03      0.21      1.29      1.11      0.56
     33.40      2.51      0.21      1.04      0.22      1.28      1.11      0.56
     33.53      2.40      0.22      1.03      0.21      1.28      1.11      0.56
     33.60      2.12      0.22      1.04      0.20      1.30      1.11      0.56
     33.52      2.34      0.22      1.04      0.21      1.31      1.11      0.56
     33.66      2.20      0.22      1.05      0.20      1.29      1.11      0.56
     33.49      2.09      0.22      1.03      0.20      1.29      1.11      0.56
     33.51      2.20      0.22      1.05      0.20      1.29      1.12      0.56
     33.68      2.23      0.22      1.04      0.21      1.28      1.12      0.56
     33.54      2.16      0.22      1.04      0.21      1.29      1.12      0.56
     33.39      2.20      0.22      1.03      0.22      1.31      1.12      0.56
     33.69      2.30      0.22      1.04      0.21      1.30      1.11      0.56
     33.58      2.38      0.22      1.03      0.22      1.29      1.11      0.56
     33.45      2.37      0.22      1.03      0.22      1.28      1.11      0.56
     33.60      2.24      0.21      1.04      0.21      1.29      1.11      0.56
     33.45      2.28      0.22      1.03      0.21      1.31      1.11      0.56
     33.65      2.30      0.21      1.03      0.21      1.29      1.11      0.57
     33.51      2.18      0.22      1.04      0.20      1.30      1.12      0.56
     33.48      2.23      0.22      1.03      0.21      1.30      1.11      0.56
     33.57      2.23      0.22      1.03      0.21      1.29      1.11      0.56
     33.48      2.14      0.22      1.04      0.21      1.29      1.11      0.56
     33.62      2.28      0.22      1.03      0.21      1.30      1.11      0.56
     33.50      2.29      0.22      1.03      0.21      1.29      1.11      0.56
     33.54      2.44      0.22      1.04      0.20      1.30      1.11      0.56
     33.50      2.20      0.22      1.04      0.21      1.29      1.11      0.56
     33.65      2.17      0.22      1.04      0.21      1.29      1.11      0.56
     33.50      2.41      0.21      1.03      0.21      1.30      1.11      0.56
     33.60      2.37      0.22      1.04      0.21      1.30      1.11      0.56
     33.48      2.37      0.22      1.04      0.21      1.28      1.11      0.56
     33.54      2.14      0.22      1.04      0.20      1.30      1.12      0.56
     33.43      2.22      0.22      1.04      0.21      1.29      1.12      0.56
     33.53      2.35      0.21      1.04      0.21      1.29      1.11      0.56
     33.60      2.14      0.22      1.04      0.21      1.30      1.12      0.56
     33.51      2.25      0.22      1.03      0.21      1.31      1.11      0.56
     33.54      2.31      0.22      1.03      0.22      1.29      1.11      0.56
     33.59      2.10      0.22      1.04      0.21      1.29      1.11      0.56
     33.45      2.18      0.22      1.05      0.20      1.29      1.11      0.56
     33.62      2.33      0.22      1.03      0.21      1.31      1.11      0.56
     33.45      2.31      0.22      1.03      0.21      1.28      1.11      0.56
     33.54      2.25      0.22      1.03      0.21      1.29      1.12      0.56
     33.62      2.33      0.22      1.04      0.21      1.29      1.11      0.56
     33.68      2.52      0.21      1.03      0.22      1.29      1.11      0.56
     33.55      2.16      0.22      1.04      0.20      1.30      1.11      0.56
     33.50      2.27      0.21      1.03      0.21      1.30      1.11      0.56
     33.48      2.08      0.22      1.05      0.21      1.29      1.12      0.56
     33.46      2.12      0.22      1.05      0.20      1.29      1.12      0.56
     33.62      2.23      0.22      1.03      0.21      1.30      1.11      0.56
     33.49      2.31      0.22      1.04      0.21      1.28      1.11      0.56
     33.55      2.15      0.22      1.04      0.21      1.29      1.11      0.56
     33.52      2.29      0.22      1.04      0.21      1.29      1.11      0.56
     33.63      2.39      0.22      1.03      0.22      1.29      1.11      0.56
     33.61      2.15      0.22      1.04      0.21      1.30      1.11      0.56
     33.50      2.42      0.22      1.04      0.21      1.30      1.11      0.56
     33.60      2.20      0.22      1.03      0.21      1.28      1.11      0.56
     33.57      2.33      0.22      1.03      0.21      1.31      1.11      0.56
     33.61      2.22      0.22      1.03      0.21      1.29      1.11      0.56
     33.56      2.35      0.22      1.03      0.22      1.28      1.11      0.56
     33.60      2.28      0.22      1.03      0.21      1.31      1.11      0.56
     33.44      2.07      0.22      1.05      0.21      1.29      1.12      0.56
     33.48      2.37      0.22      1.03      0.21      1.31      1.11      0.56
     33.64      2.43      0.22      1.03      0.21      1.30      1.11      0.56
     33.60      2.26      0.21      1.04      0.21      1.30      1.11      0.56
     33.58      2.34      0.22      1.03      0.21      1.30      1.11      0.56
     33.54      2.19      0.22      1.05      0.20      1.30      1.12      0.56
     33.67      2.23      0.22      1.04      0.20      1.29      1.11      0.56
     33.50      2.47      0.21      1.02      0.22      1.29      1.11      0.56
     33.47      2.21      0.22      1.03      0.21      1.28      1.11      0.56
     33.70      2.20      0.22      1.04      0.21      1.30      1.11      0.56
     33.56      2.29      0.22      1.03      0.21      1.30      1.11      0.56
     33.57      2.32      0.22      1.03      0.21      1.31      1.11      0.56
     33.52      2.29      0.22      1.02      0.20      1.29      1.11      0.56
     33.58      2.14      0.22      1.05      0.19      1.31      1.12      0.56
     33.51      2.40      0.22      1.03      0.21      1.29      1.11      0.56
     33.57      2.06      0.22      1.05      0.21      1.31      1.12      0.56
     33.51      2.23      0.22      1.03      0.21      1.30      1.12      0.56
     33.48      2.21      0.22      1.03      0.22      1.29      1.11      0.56
     33.56      2.24      0.22      1.03      0.21      1.30      1.11      0.56
     33.69      2.21      0.22      1.03      0.21      1.29      1.11      0.56
     33.62      2.21      0.22      1.04      0.20      1.30      1.11      0.56
     33.51      2.33      0.21      1.03      0.21      1.29      1.11      0.56
     33.46      2.32      0.22      1.04      0.21      1.29      1.12      0.56
     33.57      2.36      0.22      1.03      0.21      1.29      1.11      0.56
     33.42      2.07      0.22      1.05      0.21      1.29      1.12      0.57
     33.46      2.36      0.22      1.03      0.21      1.30      1.11      0.56
     33.50      2.27      0.22      1.04      0.21      1.29      1.11      0.56
     33.61      2.28      0.22      1.03      0.21      1.29      1.11      0.56
     33.67      2.23      0.22      1.03      0.21      1.29      1.11      0.56
     33.52      2.32      0.22      1.04      0.20      1.31      1.11      0.56
     33.44      2.19      0.22      1.05      0.20      1.29      1.12      0.56
     33.55      2.23      0.22      1.04      0.20      1.30      1.12      0.56
     33.55      2.34      0.22      1.04      0.22      1.29      1.11      0.56
     33.65      2.29      0.22      1.03      0.21      1.29      1.11      0.56
     33.63      2.41      0.22      1.03      0.22      1.31      1.11      0.56
     33.47      2.38      0.22      1.03      0.22      1.29      1.11      0.56
     33.60      2.29      0.22      1.03      0.21      1.29      1.11      0.56
     33.63      2.37      0.22      1.03      0.22      1.29      1.11      0.56
     33.49      2.26      0.22      1.04      0.21      1.30      1.11      0.56
     33.56      2.33      0.22      1.03      0.21      1.30      1.11      0.56
     33.53      2.39      0.22      1.03      0.21      1.31      1.11      0.56
     33.52      2.35      0.22      1.03      0.21      1.31      1.11      0.56
     33.64      2.20      0.22      1.03      0.21      1.30      1.11      0.56
     33.46      2.35      0.21      1.03      0.21      1.30      1.11      0.56
     33.66      2.16      0.22      1.03      0.20      1.29      1.11      0.56
     33.58      2.24      0.22      1.04      0.21      1.29      1.12      0.56
     33.49      2.21      0.21      1.04      0.21      1.30      1.12      0.56
     33.57      2.49      0.22      1.02      0.22      1.29      1.11      0.56
     33.61      2.13      0.22      1.04      0.21      1.30      1.12      0.56
     33.65      2.23      0.22      1.04      0.21      1.30      1.11      0.56
     33.52      2.15      0.22      1.04      0.20      1.30      1.11      0.56
     33.66      2.21      0.22      1.04      0.21      1.29      1.11      0.56
     33.53      2.23      0.22      1.05      0.20      1.29      1.12      0.56
     33.48      2.41      0.21      1.03      0.22      1.30      1.11      0.56
     33.47      2.12      0.22      1.05      0.20      1.29      1.12      0.56
     33.56      2.33      0.22      1.03      0.21      1.30      1.11      0.56
     33.61      2.26      0.22      1.03      0.22      1.30      1.11      0.56
     33.55      2.22      0.22      1.03      0.21      1.29      1.11      0.56
     33.40      2.27      0.21      1.04      0.22      1.29      1.11      0.56
     33.53      2.28      0.22      1.03      0.21      1.29      1.11      0.56
     33.70      2.19      0.22      1.03      0.22      1.29      1.11      0.56
     33.59      2.35      0.22      1.03      0.22      1.30      1.11      0.56
     33.44      2.22      0.22      1.03      0.21      1.30      1.12      0.56
     33.56      2.25      0.22      1.03      0.21      1.30      1.11      0.56
     33.59      2.23      0.22      1.03      0.21      1.30      1.11      0.56
     33.63      2.24      0.22      1.04      0.21      1.31      1.12      0.56
     33.49      2.36      0.22      1.04      0.21      1.29      1.11      0.56
     33.60      2.34      0.21      1.03      0.21      1.30      1.11      0.56
     33.47      2.14      0.22      1.04      0.20      1.30      1.12      0.56
     33.57      2.39      0.22      1.03      0.21      1.29      1.11      0.56
     33.61      2.24      0.22      1.03      0.22      1.30      1.11      0.56
     33.62      2.22      0.22      1.04      0.20      1.29      1.11      0.56
     33.54      2.34      0.21      1.03      0.21      1.30      1.11      0.56
     33.49      2.33      0.22      1.03      0.21      1.29      1.11      0.56
     33.42      2.17      0.22      1.04      0.22      1.29      1.12      0.56
     33.50      2.27      0.22      1.03      0.22      1.29      1.11      0.56
     33.63      2.15      0.22      1.04      0.20      1.30      1.11      0.56
     33.55      2.12      0.22      1.05      0.21      1.31      1.11      0.56
     33.64      2.28      0.22      1.03      0.21      1.29      1.11      0.56
     33.58      2.22      0.22      1.04      0.21      1.30      1.11      0.56
     33.50      2.33      0.22      1.03      0.21      1.30      1.11      0.56
     33.66      2.26      0.22      1.05      0.21      1.29      1.12      0.56
     33.63      2.20      0.22      1.04      0.21      1.29      1.11      0.56
     33.61      2.29      0.22      1.04      0.21      1.29      1.11      0.56
     33.48      2.20      0.22      1.04      0.20      1.29      1.11      0.56
     33.56      2.11      0.22      1.05      0.21      1.30      1.11      0.56
     33.64      2.24      0.22      1.04      0.22      1.30      1.11      0.56
     33.48      2.11      0.22      1.05      0.20      1.29      1.11      0.56
     33.61      2.31      0.22      1.04      0.21      1.30      1.11      0.56
     33.56      2.37      0.21      1.03      0.21      1.30      1.11      0.56
     33.46      2.11      0.22      1.05      0.21      1.29      1.12      0.56
     33.55      2.14      0.22      1.04      0.21      1.31      1.11      0.56
     33.46      2.50      0.21      1.03      0.21      1.29      1.11      0.56
     33.62      2.30      0.22      1.03      0.21      1.29      1.11      0.56
     33.64      2.32      0.22      1.03      0.21      1.29      1.11      0.56
     33.57      2.23      0.22      1.04      0.21      1.29      1.12      0.56
     33.56      2.25      0.22      1.03      0.21      1.30      1.12      0.56
     33.63      2.24      0.22      1.04      0.21      1.29      1.11      0.56
     33.60      2.24      0.22      1.03      0.21      1.29      1.11      0.56
     33.61      2.26      0.22      1.03      0.21      1.29      1.11      0.56
     33.57      2.20      0.22      1.03      0.22      1.28      1.11      0.56
     33.59      2.27      0.22      1.03      0.21      1.29      1.11      0.56
     33.61      2.19      0.22      1.05      0.20      1.30      1.11      0.56
     33.66      2.38      0.21      1.04      0.21      1.30      1.11      0.56
     33.56      2.23      0.22      1.04      0.20      1.30      1.11      0.56
     33.51      2.22      0.22      1.04      0.20      1.29      1.11      0.56
     33.50      2.38      0.22      1.03      0.22      1.31      1.11      0.56
     33.60      2.23      0.22      1.04      0.21      1.29      1.11      0.56
     33.58      2.37      0.22      1.03      0.21      1.29      1.11      0.56
     33.63      2.22      0.22      1.04      0.21      1.29      1.12      0.56
     33.58      2.10      0.22      1.04      0.20      1.30      1.11      0.56
     33.53      2.17      0.22      1.05      0.20      1.30      1.12      0.56
     33.57      2.40      0.22      1.03      0.21      1.29      1.11      0.56
     33.58      2.29      0.22      1.03      0.21      1.29      1.11      0.57
     33.56      2.41      0.21      1.03      0.22      1.29      1.11      0.56
     33.64      2.39      0.22      1.02      0.22      1.30      1.11      0.56
     33.49      2.37      0.22      1.05      0.20      1.29      1.11      0.56
     33.62      2.23      0.22      1.03      0.21      1.29      1.11      0.56
     33.53      2.36      0.21      1.03      0.22      1.28      1.11      0.56
     33.58      2.41      0.22      1.03      0.22      1.29      1.11      0.56
     33.59      2.20      0.22      1.04      0.21      1.32      1.12      0.56
     33.64      2.24      0.22      1.03      0.21      1.30      1.11      0.56
     33.57      2.25      0.22      1.03      0.21      1.29      1.11      0.56
     33.45      2.31      0.22      1.03      0.22      1.29      1.11      0.56
     33.60      2.34      0.21      1.03      0.21      1.29      1.11      0.56
     33.51      2.12      0.22      1.04      0.21      1.31      1.12      0.56
     33.59      2.26      0.22      1.03      0.21      1.29      1.11      0.56
     33.48      2.23      0.22      1.04      0.21      1.30      1.11      0.56
     33.57      2.25      0.22      1.05      0.20      1.31      1.11      0.56
     33.62      2.22      0.22      1.03      0.21      1.29      1.11      0.56
     33.69      2.27      0.22      1.04      0.21      1.30      1.11      0.56
     33.61      2.18      0.22      1.04      0.20      1.30      1.11      0.56
     33.47      2.36      0.22      1.04      0.21      1.30      1.11      0.56
     33.64      2.26      0.22      1.04      0.21      1.30      1.11      0.56
     33.57      2.09      0.22      1.05      0.20      1.30      1.11      0.56
     33.58      2.33      0.22      1.03      0.22      1.28      1.11      0.56
     33.61      2.34      0.22      1.03      0.22      1.29      1.11      0.56
     33.66      2.34      0.21      1.03      0.21      1.29      1.11      0.56
     33.61      2.21      0.22      1.03      0.21      1.29      1.11      0.56
     33.48      2.11      0.22      1.04      0.21      1.29      1.11      0.56
     33.52      2.28      0.22      1.03      0.22      1.29      1.11      0.56
     33.50      2.35      0.21      1.03      0.22      1.30      1.11      0.56
     33.46      2.22      0.22      1.04      0.20      1.29      1.11      0.56
     33.61      2.10      0.22      1.04      0.21      1.31      1.12      0.56
     33.67      2.22      0.22      1.03      0.21      1.30      1.11      0.56
     33.55      2.27      0.22      1.03      0.21      1.29      1.11      0.56
     33.53      2.13      0.22      1.04      0.21      1.29      1.11      0.56
     33.63      2.42      0.22      1.03      0.21      1.30      1.11      0.56
     33.50      2.24      0.22      1.04      0.22      1.29      1.11      0.56
     33.58      2.04      0.22      1.04      0.21      1.29      1.11      0.56
     33.56      2.21      0.22      1.03      0.22      1.29      1.11      0.56
     33.57      2.22      0.22      1.05      0.21      1.30      1.11      0.56
     33.53      2.21      0.22      1.04      0.21      1.29      1.11      0.56
     33.63      2.31      0.22      1.03      0.22      1.30      1.11      0.56
     33.55      2.34      0.22      1.03      0.22      1.29      1.11      0.56
     33.56      2.28      0.22      1.03      0.21      1.29      1.11      0.56
     33.58      2.33      0.22      1.03      0.22      1.28      1.11      0.56
     33.45      2.07      0.22      1.04      0.20      1.30      1.11      0.56
     33.64      2.20      0.22      1.04      0.21      1.29      1.12      0.56
     33.53      2.37      0.22      1.03      0.21      1.28      1.12      0.56
     33.58      2.22      0.22      1.04      0.21      1.29      1.12      0.56
     33.48      2.32      0.22      1.03      0.21      1.29      1.11      0.56
     33.52      2.19      0.22      1.04      0.20      1.29      1.11      0.56
     33.49      2.27      0.22      1.04      0.21      1.29      1.12      0.56
     33.60      2.40      0.21      1.04      0.20      1.31      1.11      0.56
     33.57      2.16      0.22      1.04      0.21      1.30      1.11      0.56
     33.48      2.25      0.22      1.05      0.21      1.31      1.12      0.56
     33.60      2.33      0.22      1.04      0.21      1.30      1.11      0.56
     33.50      2.45      0.22      1.03      0.22      1.29      1.11      0.56
     33.56      2.28      0.22      1.03      0.21      1.29      1.11      0.56
     33.54      2.19      0.21      1.04      0.21      1.29      1.12      0.56
     33.59      2.22      0.22      1.04      0.21      1.30      1.12      0.56
     33.59      2.33      0.22      1.04      0.22      1.29      1.11      0.56
     33.62      2.26      0.22      1.03      0.21      1.30      1.11      0.56
     33.54      2.31      0.22      1.03      0.21      1.28      1.12      0.56
     33.60      2.20      0.22      1.03      0.21      1.30      1.11      0.56
     33.57      2.32      0.22      1.04      0.20      1.30      1.11      0.56
     33.57      2.31      0.22      1.03      0.21      1.30      1.11      0.56
     33.62      2.18      0.22      1.03      0.21      1.30      1.11      0.56
     33.54      2.31      0.22      1.03      0.22      1.29      1.12      0.56
     33.64      2.34      0.22      1.03      0.21      1.29      1.11      0.56
     33.51      2.40      0.22      1.04      0.21      1.29      1.11      0.56
     33.49      2.34      0.22      1.03      0.21      1.28      1.11      0.56
     33.53      2.20      0.22      1.03      0.21      1.29      1.11      0.56
     33.54      2.34      0.22      1.03      0.21      1.30      1.11      0.56
     33.63      2.24      0.22      1.04      0.20      1.30      1.12      0.56
     33.50      2.34      0.21      1.03      0.21      1.29      1.11      0.56
     33.60      2.30      0.22      1.03      0.21      1.30      1.11      0.56
     33.54      2.12      0.22      1.05      0.20      1.31      1.12      0.56
     33.51      2.39      0.22      1.04      0.21      1.29      1.11      0.56
     33.58      2.30      0.22      1.04      0.21      1.30      1.11      0.56
     33.42      2.27      0.22      1.05      0.21      1.29      1.11      0.56
     33.53      2.20      0.22      1.03      0.21      1.29      1.11      0.56
     33.50      2.40      0.22      1.03      0.21      1.29      1.11      0.56
     33.55      2.27      0.21      1.04      0.21      1.29      1.11      0.56
     33.52      2.38      0.22      1.02      0.21      1.29      1.11      0.56
     33.48      2.05      0.22      1.04      0.20      1.31      1.12      0.56
     33.62      2.20      0.22      1.03      0.21      1.30      1.11      0.56
     33.59      2.29      0.22      1.04      0.21      1.30      1.11      0.56
     33.61      2.29      0.22      1.03      0.22      1.31      1.11      0.56
     33.60      2.24      0.22      1.04      0.21      1.29      1.11      0.56
     33.52      2.42      0.22      1.03      0.21      1.29      1.11      0.56
     33.54      2.27      0.22      1.03      0.22      1.29      1.11      0.56
     33.61      2.34      0.21      1.03      0.22      1.30      1.11      0.56
     33.58      2.20      0.22      1.04      0.21      1.30      1.11      0.56
     33.66      2.24      0.22      1.03      0.21      1.29      1.11      0.56
     33.52      2.33      0.22      1.02      0.22      1.29      1.11      0.56
     33.59      2.33      0.22      1.04      0.21      1.30      1.11      0.56
     33.62      2.34      0.22      1.03      0.22      1.30      1.11      0.56
     33.67      2.36      0.22      1.04      0.21      1.30      1.11      0.56
     33.46      2.09      0.22      1.04      0.21      1.30      1.12      0.56
     33.52      2.12      0.21      1.04      0.22      1.29      1.11      0.56
     33.48      2.35      0.22      1.04      0.21      1.29      1.11      0.56
     33.60      2.25      0.22      1.04      0.21      1.29      1.12      0.56
     33.55      2.14      0.22      1.04      0.20      1.30      1.11      0.56
     33.61      2.45      0.22      1.03      0.22      1.29      1.11      0.56
     33.63      2.24      0.22      1.03      0.21      1.29      1.11      0.56
     33.53      2.27      0.22      1.03      0.21      1.28      1.11      0.56
     33.64      2.29      0.22      1.03      0.22      1.29      1.11      0.56
     33.51      2.37      0.22      1.04      0.21      1.30      1.12      0.56
     33.56      2.20      0.22      1.05      0.20      1.29      1.11      0.56
     33.61      2.12      0.22      1.03      0.20      1.30      1.11      0.56
     33.54      2.18      0.22      1.03      0.21      1.31      1.11      0.56
     33.65      2.26      0.22      1.04      0.21      1.29      1.11      0.56
     33.62      2.24      0.22      1.03      0.21      1.30      1.11      0.56
     33.49      2.42      0.22      1.04      0.21      1.29      1.11      0.56
     33.67      2.28      0.22      1.04      0.21      1.29      1.11      0.56
     33.58      2.34      0.22      1.03      0.21      1.29      1.11      0.56
     33.57      2.29      0.22      1.03      0.21      1.29      1.11      0.56
     33.68      2.13      0.22      1.04      0.21      1.30      1.11      0.56
     33.57      2.23      0.22      1.03      0.21      1.30      1.11      0.56
     33.58      2.30      0.22      1.03      0.22      1.30      1.11      0.56
     33.65      2.39      0.22      1.03      0.22      1.29      1.11      0.56
     33.62      2.14      0.22      1.04      0.20      1.29      1.11      0.56
     33.52      2.27      0.22      1.03      0.21      1.30      1.11      0.56
     33.68      2.21      0.22      1.02      0.21      1.29      1.11      0.56
     33.49      2.25      0.22      1.04      0.21      1.29      1.12      0.56
     33.61      2.30      0.21      1.03      0.21      1.29      1.11      0.56
     33.60      2.39      0.22      1.03      0.22      1.29      1.11      0.56
     33.44      2.34      0.22      1.05      0.21      1.29      1.11      0.56
     33.49      2.32      0.22      1.04      0.21      1.30      1.12      0.56
     33.51      2.20      0.22      1.04      0.21      1.29      1.11      0.56
     33.60      2.19      0.22      1.05      0.20      1.29      1.11      0.56
     33.60      2.39      0.21      1.03      0.22      1.29      1.11      0.56
     33.62      2.18      0.22      1.04      0.20      1.31      1.11      0.56
     33.51      2.43      0.22      1.03      0.21      1.29      1.11      0.56
     33.65      2.14      0.22      1.04      0.21      1.29      1.11      0.56
     33.48      2.14      0.22      1.03      0.21      1.29      1.12      0.56
     33.53      2.11      0.22      1.05      0.20      1.30      1.12      0.56
     33.65      2.28      0.22      1.03      0.22      1.29      1.11      0.56
     33.50      2.20      0.22      1.04      0.21      1.29      1.11      0.56
     33.60      2.31      0.22      1.03      0.21      1.30      1.11      0.56
     33.65      2.25      0.22      1.03      0.21      1.31      1.11      0.56
     33.61      2.30      0.22      1.03      0.21      1.29      1.11      0.56
     33.58      2.12      0.22      1.05      0.21      1.30      1.11      0.56
     33.47      2.46      0.22      1.03      0.21      1.30      1.11      0.56
     33.60      2.11      0.22      1.04      0.20      1.30      1.11      0.56
     33.61      2.40      0.22      1.03      0.21      1.29      1.11      0.56
     33.64      2.40      0.22      1.03      0.21      1.29      1.11      0.56
     33.43      2.36      0.22      1.03      0.20      1.30      1.11      0.56
     33.59      2.25      0.22      1.04      0.21      1.30      1.11      0.56
     33.50      2.17      0.22      1.04      0.21      1.30      1.11      0.56
     33.48      2.29      0.22      1.03      0.22      1.31      1.11      0.56
     33.61      2.24      0.22      1.03      0.21      1.30      1.11      0.56
     33.57      2.27      0.22      1.04      0.20      1.30      1.11      0.56
     33.51      2.33      0.21      1.04      0.20      1.30      1.11      0.56
     33.64      2.24      0.22      1.02      0.22      1.29      1.11      0.56
     33.59      2.32      0.22      1.03      0.21      1.31      1.11      0.56
     33.45      2.21      0.22      1.04      0.21      1.31      1.11      0.56
     33.50      2.32      0.21      1.04      0.21      1.29      1.12      0.56
     33.54      2.29      0.22      1.03      0.21      1.29      1.11      0.56
     33.63      2.31      0.22      1.03      0.21      1.28      1.11      0.56
     33.49      2.27      0.22      1.04      0.20      1.30      1.11      0.56
     33.54      2.04      0.22      1.05      0.20      1.30      1.11      0.56
     33.50      2.29      0.22      1.03      0.21      1.30      1.11      0.56
     33.55      2.22      0.22      1.04      0.22      1.30      1.12      0.56
     33.58      2.30      0.22      1.03      0.21      1.31      1.11      0.56
     33.51      2.11      0.22      1.05      0.20      1.30      1.12      0.56
     33.61      2.14      0.22      1.03      0.21      1.31      1.11      0.56
     33.61      2.30      0.22      1.03      0.21      1.28      1.11      0.56
     33.42      2.42      0.22      1.03      0.22      1.29      1.11      0.56
     33.60      2.31      0.21      1.04      0.22      1.29      1.11      0.56
     33.61      2.17      0.22      1.04      0.21      1.30      1.11      0.56
     33.66      2.33      0.22      1.04      0.22      1.30      1.11      0.56
     33.59      2.27      0.22      1.03      0.21      1.30      1.11      0.56
     33.61      2.17      0.22      1.03      0.22      1.30      1.11      0.56
     33.62      2.25      0.22      1.04      0.21      1.29      1.11      0.56
     33.63      2.51      0.21      1.03      0.22      1.29      1.11      0.56
     33.55      2.26      0.22      1.04      0.21      1.31      1.11      0.56
     33.59      2.28      0.22      1.03      0.21      1.29      1.11      0.56
     33.60      2.16      0.22      1.04      0.21      1.30      1.12      0.56
     33.66      2.16      0.22      1.03      0.21      1.30      1.11      0.56
     33.56      2.38      0.22      1.03      0.21      1.29      1.11      0.56
     33.46      2.38      0.22      1.03      0.21      1.29      1.11      0.56
     33.49      2.23      0.22      1.03      0.21      1.30      1.11      0.56
     33.48      2.14      0.22      1.04      0.21      1.29      1.12      0.56
     33.49      2.37      0.22      1.04      0.20      1.30      1.11      0.56
     33.50      2.33      0.22      1.03      0.21      1.30      1.11      0.56
     33.49      2.32      0.22      1.04      0.22      1.29      1.11      0.56
     33.61      2.19      0.22      1.03      0.22      1.29      1.11      0.56
     33.46      2.27      0.22      1.04      0.21      1.29      1.11      0.56
     33.54      2.45      0.21      1.03      0.21      1.30      1.11      0.56
     33.51      2.14      0.22      1.03      0.20      1.29      1.11      0.56
     33.56      2.40      0.22      1.03      0.21      1.29      1.11      0.56
     33.55      2.28      0.22      1.04      0.21      1.30      1.11      0.56
     33.68      2.26      0.22      1.03      0.21      1.29      1.11      0.56
     33.51      2.17      0.22      1.04      0.21      1.31      1.12      0.56
     33.49      2.40      0.21      1.03      0.21      1.28      1.11      0.56
     33.62      2.53      0.21      1.02      0.22      1.29      1.11      0.56
     33.45      2.23      0.22      1.03      0.21      1.29      1.12      0.56
     33.48      2.27      0.22      1.03      0.22      1.31      1.11      0.56
     33.57      2.41      0.21      1.03      0.22      1.28      1.11      0.56
     33.64      2.31      0.22      1.03      0.22      1.29      1.11      0.56
     33.48      2.20      0.22      1.04      0.20      1.29      1.11      0.56
     33.45      2.37      0.22      1.03      0.22      1.28      1.11      0.56
     33.62      2.37      0.22      1.03      0.21      1.29      1.11      0.56
     33.57      2.23      0.22      1.03      0.21      1.30      1.11      0.56
     33.53      2.38      0.22      1.03      0.22      1.29      1.11      0.56
     33.67      2.41      0.22      1.02      0.22      1.29      1.11      0.56
     33.56      2.12      0.22      1.06      0.20      1.30      1.11      0.56
     33.61      2.33      0.21      1.03      0.22      1.29      1.12      0.56
     33.62      2.24      0.22      1.03      0.21      1.30      1.11      0.56
     33.60      2.10      0.22      1.05      0.21      1.29      1.11      0.56
     33.57      2.31      0.22      1.04      0.21      1.30      1.11      0.56
     33.49      2.44      0.22      1.03      0.21      1.29      1.11      0.56
     33.61      2.31      0.21      1.03      0.22      1.29      1.11      0.56
     33.57      2.23      0.22      1.03      0.21      1.29      1.11      0.56
     33.47      2.16      0.22      1.05      0.21      1.29      1.11      0.56
     33.44      2.27      0.22      1.04      0.20      1.30      1.11      0.56
     33.58      2.41      0.21      1.03      0.22      1.29      1.11      0.56
     33.61      2.16      0.22      1.04      0.21      1.29      1.12      0.56
     33.51      2.29      0.22      1.03      0.21      1.29      1.12      0.56
     33.67      2.37      0.22      1.03      0.21      1.29      1.11      0.56

 #-----------Update Pop P_ran-----          18 /          20
     phi        hs        n         ec0       alpha     beta      rat_ei    rat_ed
 -------------------------------------------------------
     29.43      8.99      0.30      1.01      0.08      1.57      1.06      0.53
     25.53      5.48      0.27      0.98      0.08      1.99      1.20      0.54
     36.25      7.67      0.22      0.72      0.28      1.06      1.25      0.58
